Placemark,LL Lon,LL Lat,UR Lon,UR Lat
21_26,-84.262,48.254,-81.037,49.458
21_27,-84.777,46.831,-81.649,48.048
21_28,-85.271,45.406,-82.233,46.635
21_29,-85.747,43.979,-82.791,45.219
21_30,-86.206,42.551,-83.327,43.802
22_26,-85.807,48.254,-82.582,49.458
22_27,-86.322,46.831,-83.194,48.048
22_28,-86.816,45.406,-83.778,46.635
22_29,-87.292,43.979,-84.336,45.219
22_30,-87.751,42.551,-84.872,43.802
23_26,-87.352,48.254,-84.127,49.458
23_27,-87.867,46.831,-84.739,48.048
23_28,-88.362,45.406,-85.323,46.635
23_29,-88.837,43.979,-85.881,45.219
23_30,-89.296,42.551,-86.417,43.802
24_26,-88.897,48.254,-85.672,49.458
24_27,-89.412,46.831,-86.284,48.048
24_28,-89.907,45.406,-86.868,46.635
24_29,-90.382,43.979,-87.427,45.219
24_30,-90.841,42.551,-87.962,43.802
25_26,-90.442,48.254,-87.217,49.458
25_27,-90.957,46.831,-87.829,48.048
25_28,-91.452,45.406,-88.413,46.635
25_29,-91.927,43.979,-88.972,45.219
26_27,-92.502,46.831,-89.374,48.048
25_30,-92.386,42.551,-89.507,43.802
