Placemark,LL Lon,LL Lat,UR Lon,UR Lat
11_26,-68.812,48.254,-65.586,49.458
11_29,-70.297,43.979,-67.341,45.219
11_30,-70.756,42.551,-67.877,43.802
12_26,-70.357,48.254,-67.131,49.458
12_30,-72.301,42.551,-69.422,43.802
