Placemark,LL Lon,LL Lat,UR Lon,UR Lat
200_26,-0.829,48.254,2.397,49.458
200_27,-1.344,46.831,1.785,48.048
200_28,-1.838,45.406,1.201,46.635
200_29,-2.314,43.979,0.642,45.219
200_30,-2.773,42.551,0.106,43.802
201_26,-2.374,48.254,0.852,49.458
201_27,-2.889,46.831,0.24,48.048
201_28,-3.383,45.406,-0.344,46.635
201_29,-3.859,43.979,-0.903,45.219
201_30,-4.318,42.551,-1.439,43.802
202_26,-3.919,48.254,-0.693,49.458
202_27,-4.434,46.831,-1.305,48.048
202_28,-4.928,45.406,-1.889,46.635
202_29,-5.404,43.979,-2.448,45.219
202_30,-5.863,42.551,-2.984,43.802
203_26,-5.464,48.254,-2.238,49.458
203_27,-5.979,46.831,-2.85,48.048
203_28,-6.473,45.406,-3.434,46.635
203_29,-6.949,43.979,-3.993,45.219
203_30,-7.408,42.551,-4.529,43.802
204_26,-7.009,48.254,-3.783,49.458
204_27,-7.524,46.831,-4.395,48.048
204_28,-8.018,45.406,-4.979,46.635
204_29,-8.494,43.979,-5.538,45.219
204_30,-8.953,42.551,-6.074,43.802
205_26,-8.554,48.254,-5.328,49.458
205_27,-9.069,46.831,-5.94,48.048
205_28,-9.563,45.406,-6.524,46.635
205_29,-10.039,43.979,-7.083,45.219
205_30,-10.498,42.551,-7.619,43.802
