Placemark,LL Lon,LL Lat,UR Lon,UR Lat
165_28,52.239,45.406,55.278,46.635
165_29,51.764,43.979,54.719,45.219
165_30,51.305,42.551,54.184,43.802
166_27,51.189,46.831,54.317,48.048
166_28,50.694,45.406,53.733,46.635
166_29,50.218,43.979,53.174,45.219
166_30,49.759,42.551,52.638,43.802
167_27,49.644,46.831,52.772,48.048
167_28,49.149,45.406,52.188,46.635
167_29,48.673,43.979,51.629,45.219
167_30,48.214,42.551,51.093,43.802
168_28,47.604,45.406,50.643,46.635
168_29,47.128,43.979,50.084,45.219
168_30,46.669,42.551,49.548,43.802
169_28,46.059,45.406,49.098,46.635
169_29,45.583,43.979,48.539,45.219
169_30,45.124,42.551,48.003,43.802
