Placemark,LL Lon,LL Lat,UR Lon,UR Lat
195_26,6.897,48.254,10.122,49.458
195_27,6.382,46.831,9.51,48.048
195_28,5.887,45.406,8.926,46.635
195_29,5.412,43.979,8.367,45.219
195_30,4.953,42.551,7.832,43.802
196_26,5.352,48.254,8.577,49.458
196_27,4.837,46.831,7.965,48.048
196_28,4.342,45.406,7.381,46.635
196_29,3.867,43.979,6.822,45.219
196_30,3.408,42.551,6.287,43.802
197_26,3.807,48.254,7.032,49.458
197_27,3.292,46.831,6.42,48.048
197_28,2.797,45.406,5.836,46.635
197_29,2.321,43.979,5.277,45.219
197_30,1.862,42.551,4.741,43.802
198_26,2.261,48.254,5.487,49.458
198_27,1.747,46.831,4.875,48.048
198_28,1.252,45.406,4.291,46.635
198_29,0.776,43.979,3.732,45.219
198_30,0.317,42.551,3.196,43.802
199_26,0.716,48.254,3.942,49.458
199_27,0.201,46.831,3.33,48.048
199_28,-0.293,45.406,2.746,46.635
199_29,-0.769,43.979,2.187,45.219
199_30,-1.228,42.551,1.651,43.802
