Placemark,LL Lon,LL Lat,UR Lon,UR Lat
110_26,138.227,48.254,141.453,49.458
110_27,137.712,46.831,140.841,48.048
110_28,137.218,45.406,140.257,46.635
111_27,136.167,46.831,139.296,48.048
111_28,135.673,45.406,138.712,46.635
111_29,135.197,43.979,138.153,45.219
111_30,134.738,42.551,137.617,43.802
112_29,133.652,43.979,136.608,45.219
112_30,133.193,42.551,136.072,43.802
113_30,131.648,42.551,134.527,43.802
114_30,130.103,42.551,132.982,43.802
