Placemark,LL Lon,LL Lat,UR Lon,UR Lat
189_29,14.682,43.979,17.638,45.219
188_30,15.768,42.551,18.647,43.802
187_30,17.313,42.551,20.192,43.802
180_28,29.063,45.406,32.102,46.635
180_29,28.588,43.979,31.543,45.219
180_30,28.129,42.551,31.008,43.802
181_28,27.518,45.406,30.557,46.635
181_29,27.042,43.979,29.998,45.219
181_30,26.583,42.551,29.463,43.802
