Placemark,LL Lon,LL Lat,UR Lon,UR Lat
102_27,150.073,46.831,153.201,48.048
102_28,149.578,45.406,152.617,46.635
103_28,148.033,45.406,151.072,46.635
104_28,146.488,45.406,149.527,46.635
104_29,146.012,43.979,148.968,45.219
104_30,145.553,42.551,148.432,43.802
