Placemark,LL Lon,LL Lat,UR Lon,UR Lat
105_29,144.467,43.979,147.423,45.219
105_30,144.008,42.551,146.887,43.802
106_29,142.922,43.979,145.878,45.219
106_30,142.463,42.551,145.342,43.802
107_26,142.862,48.254,146.088,49.458
107_27,142.347,46.831,145.476,48.048
107_28,141.853,45.406,144.892,46.635
107_29,141.377,43.979,144.333,45.219
107_30,140.918,42.551,143.797,43.802
108_26,141.317,48.254,144.543,49.458
108_27,140.802,46.831,143.931,48.048
108_28,140.308,45.406,143.347,46.635
108_29,139.832,43.979,142.788,45.219
108_30,139.373,42.551,142.252,43.802
109_26,139.772,48.254,142.998,49.458
109_27,139.257,46.831,142.386,48.048
109_28,138.763,45.406,141.802,46.635
109_29,138.287,43.979,141.243,45.219
109_30,137.828,42.551,140.707,43.802
