Placemark,LL Lon,LL Lat,UR Lon,UR Lat
190_26,14.622,48.254,17.847,49.458
190_27,14.107,46.831,17.236,48.048
190_28,13.613,45.406,16.651,46.635
190_29,13.137,43.979,16.093,45.219
190_30,12.678,42.551,15.557,43.802
191_26,13.077,48.254,16.302,49.458
191_27,12.562,46.831,15.69,48.048
191_28,12.068,45.406,15.106,46.635
191_29,11.592,43.979,14.548,45.219
191_30,11.133,42.551,14.012,43.802
192_26,11.532,48.254,14.757,49.458
192_27,11.017,46.831,14.145,48.048
192_28,10.523,45.406,13.561,46.635
192_29,10.047,43.979,13.003,45.219
192_30,9.588,42.551,12.467,43.802
193_26,9.987,48.254,13.212,49.458
193_27,9.472,46.831,12.6,48.048
193_28,8.978,45.406,12.016,46.635
193_29,8.502,43.979,11.458,45.219
193_30,8.043,42.551,10.922,43.802
194_26,8.442,48.254,11.667,49.458
194_27,7.927,46.831,11.055,48.048
194_28,7.432,45.406,10.471,46.635
194_29,6.957,43.979,9.912,45.219
194_30,6.498,42.551,9.377,43.802
