Placemark,LL Lon,LL Lat,UR Lon,UR Lat
46_26,-122.889,48.254,-119.663,49.458
46_27,-123.404,46.831,-120.275,48.048
46_28,-123.898,45.406,-120.859,46.635
46_29,-124.374,43.979,-121.418,45.219
46_30,-124.833,42.551,-121.954,43.802
47_26,-124.434,48.254,-121.208,49.458
47_27,-124.949,46.831,-121.82,48.048
47_28,-125.443,45.406,-122.404,46.635
47_29,-125.919,43.979,-122.963,45.219
47_30,-126.378,42.551,-123.499,43.802
48_26,-125.979,48.254,-122.753,49.458
48_27,-126.494,46.831,-123.365,48.048
48_28,-126.988,45.406,-123.949,46.635
48_29,-127.464,43.979,-124.508,45.219
48_30,-127.923,42.551,-125.044,43.802
49_26,-127.524,48.254,-124.298,49.458
49_27,-128.039,46.831,-124.91,48.048
49_28,-128.533,45.406,-125.494,46.635
49_29,-129.009,43.979,-126.053,45.219
49_30,-129.468,42.551,-126.589,43.802
50_26,-129.069,48.254,-125.843,49.458
50_27,-129.584,46.831,-126.455,48.048
50_28,-130.078,45.406,-127.039,46.635
50_29,-130.554,43.979,-127.598,45.219
50_30,-131.013,42.551,-128.134,43.802
