Placemark,LL Lon,LL Lat,UR Lon,UR Lat
1_27,-53.876,46.831,-50.747,48.048
2_26,-54.906,48.254,-51.68,49.458
2_27,-55.421,46.831,-52.292,48.048
3_26,-56.451,48.254,-53.225,49.458
3_27,-56.966,46.831,-53.837,48.048
4_26,-57.996,48.254,-54.771,49.458
4_27,-58.511,46.831,-55.383,48.048
5_26,-59.541,48.254,-56.316,49.458
5_27,-60.056,46.831,-56.928,48.048
5_28,-60.55,45.406,-57.512,46.635
5_29,-61.026,43.979,-58.07,45.219
