Placemark,LL Lon,LL Lat,UR Lon,UR Lat
224_87,-59.834,-39.536,-57.153,-38.258
223_86,-57.826,-38.111,-55.203,-36.825
224_86,-59.371,-38.111,-56.748,-36.825
225_87,-61.379,-39.536,-58.699,-38.258
226_87,-62.924,-39.536,-60.244,-38.258
226_88,-63.403,-40.96,-60.661,-39.69
226_89,-63.899,-42.382,-61.091,-41.121
226_90,-64.414,-43.802,-61.535,-42.551
227_88,-64.948,-40.96,-62.206,-39.69
227_89,-65.444,-42.382,-62.636,-41.121
227_90,-65.959,-43.802,-63.08,-42.551
228_88,-66.493,-40.96,-63.751,-39.69
228_89,-66.989,-42.382,-64.181,-41.121
228_90,-67.504,-43.802,-64.625,-42.551
230_87,-69.104,-39.536,-66.424,-38.258
232_90,-73.684,-43.802,-70.805,-42.551
233_86,-73.277,-38.111,-70.653,-36.825
233_87,-73.739,-39.536,-71.059,-38.258
233_88,-74.218,-40.96,-71.476,-39.69
233_89,-74.714,-42.382,-71.906,-41.121
233_90,-75.229,-43.802,-72.35,-42.551
