Placemark,LL Lon,LL Lat,UR Lon,UR Lat
71_86,177.024,-38.111,179.647,-36.825
71_87,176.561,-39.536,179.241,-38.258
71_88,176.082,-40.96,178.824,-39.69
71_89,175.586,-42.382,178.394,-41.121
72_86,175.479,-38.111,178.102,-36.825
72_87,175.016,-39.536,177.696,-38.258
72_88,174.537,-40.96,177.279,-39.69
72_89,174.041,-42.382,176.849,-41.121
73_86,173.934,-38.111,176.557,-36.825
73_87,173.471,-39.536,176.151,-38.258
73_88,172.992,-40.96,175.734,-39.69
73_89,172.496,-42.382,175.304,-41.121
73_90,171.981,-43.802,174.86,-42.551
74_86,172.389,-38.111,175.012,-36.825
74_87,171.926,-39.536,174.606,-38.258
74_88,171.447,-40.96,174.189,-39.69
74_89,170.951,-42.382,173.759,-41.121
74_90,170.436,-43.802,173.315,-42.551
75_88,169.902,-40.96,172.644,-39.69
75_89,169.406,-42.382,172.214,-41.121
75_90,168.891,-43.802,171.77,-42.551
