Placemark,LL Lon,LL Lat,UR Lon,UR Lat
111_16,143.671,62.341,148.529,63.329
111_17,142.748,60.948,147.363,61.969
111_18,141.894,59.551,146.289,60.601
111_19,141.098,58.15,145.295,59.226
111_20,140.354,56.745,144.372,57.844
112_16,142.126,62.341,146.983,63.329
112_17,141.203,60.948,145.818,61.969
112_18,140.349,59.551,144.744,60.601
112_19,139.553,58.15,143.75,59.226
112_20,138.809,56.745,142.827,57.844
113_16,140.581,62.341,145.438,63.329
113_17,139.658,60.948,144.273,61.969
113_18,138.804,59.551,143.199,60.601
113_19,138.008,58.15,142.205,59.226
113_20,137.264,56.745,141.282,57.844
114_16,139.036,62.341,143.893,63.329
114_17,138.113,60.948,142.727,61.969
114_18,137.258,59.551,141.654,60.601
114_19,136.463,58.15,140.66,59.226
114_20,135.719,56.745,139.737,57.844
115_16,137.491,62.341,142.348,63.329
115_17,136.568,60.948,141.182,61.969
115_18,135.713,59.551,140.109,60.601
115_19,134.918,58.15,139.115,59.226
115_20,134.174,56.745,138.192,57.844
