Placemark,LL Lon,LL Lat,UR Lon,UR Lat
61_16,-139.076,62.341,-134.218,63.329
61_17,-139.998,60.948,-135.384,61.969
61_18,-140.853,59.551,-136.458,60.601
61_19,-141.649,58.15,-137.451,59.226
61_20,-142.393,56.745,-138.375,57.844
62_16,-140.621,62.341,-135.763,63.329
62_17,-141.543,60.948,-136.929,61.969
62_18,-142.398,59.551,-138.003,60.601
62_19,-143.194,58.15,-138.997,59.226
62_20,-143.938,56.745,-139.92,57.844
63_16,-142.166,62.341,-137.308,63.329
63_17,-143.089,60.948,-138.474,61.969
63_18,-143.943,59.551,-139.548,60.601
63_19,-144.739,58.15,-140.542,59.226
63_20,-145.483,56.745,-141.465,57.844
64_16,-143.711,62.341,-138.853,63.329
64_17,-144.634,60.948,-140.019,61.969
64_18,-145.488,59.551,-141.093,60.601
64_19,-146.284,58.15,-142.087,59.226
64_20,-147.028,56.745,-143.01,57.844
65_16,-145.256,62.341,-140.398,63.329
65_17,-146.179,60.948,-141.564,61.969
65_18,-147.033,59.551,-142.638,60.601
65_19,-147.829,58.15,-143.632,59.226
65_20,-148.573,56.745,-144.555,57.844
