Placemark,LL Lon,LL Lat,UR Lon,UR Lat
66_16,-146.801,62.341,-141.944,63.329
66_17,-147.724,60.948,-143.109,61.969
66_18,-148.578,59.551,-144.183,60.601
66_19,-149.374,58.15,-145.177,59.226
66_20,-150.118,56.745,-146.1,57.844
67_16,-148.346,62.341,-143.489,63.329
67_17,-149.269,60.948,-144.654,61.969
67_18,-150.123,59.551,-145.728,60.601
67_19,-150.919,58.15,-146.722,59.226
67_20,-151.663,56.745,-147.645,57.844
68_16,-149.891,62.341,-145.034,63.329
68_17,-150.814,60.948,-146.2,61.969
68_18,-151.669,59.551,-147.273,60.601
68_19,-152.464,58.15,-148.267,59.226
68_20,-153.208,56.745,-149.19,57.844
69_16,-151.436,62.341,-146.579,63.329
69_17,-152.359,60.948,-147.745,61.969
69_18,-153.214,59.551,-148.818,60.601
69_19,-154.009,58.15,-149.812,59.226
69_20,-154.753,56.745,-150.735,57.844
70_16,-152.981,62.341,-148.124,63.329
70_17,-153.904,60.948,-149.29,61.969
70_18,-154.759,59.551,-150.363,60.601
70_19,-155.554,58.15,-151.357,59.226
70_20,-156.298,56.745,-152.281,57.844
