Placemark,LL Lon,LL Lat,UR Lon,UR Lat
201_16,4.615,62.341,9.473,63.329
201_17,3.693,60.948,8.307,61.969
201_18,2.838,59.551,7.233,60.601
201_19,2.042,58.15,6.24,59.226
201_20,1.298,56.745,5.316,57.844
202_16,3.07,62.341,7.928,63.329
202_17,2.147,60.948,6.762,61.969
202_18,1.293,59.551,5.688,60.601
202_19,0.497,58.15,4.694,59.226
202_20,-0.247,56.745,3.771,57.844
203_16,1.525,62.341,6.383,63.329
203_17,0.602,60.948,5.217,61.969
203_18,-0.252,59.551,4.143,60.601
203_19,-1.048,58.15,3.149,59.226
203_20,-1.792,56.745,2.226,57.844
204_16,-0.02,62.341,4.838,63.329
204_17,-0.943,60.948,3.672,61.969
204_18,-1.797,59.551,2.598,60.601
204_19,-2.593,58.15,1.604,59.226
204_20,-3.337,56.745,0.681,57.844
205_16,-1.565,62.341,3.292,63.329
205_17,-2.488,60.948,2.127,61.969
205_18,-3.342,59.551,1.053,60.601
205_19,-4.138,58.15,0.059,59.226
205_20,-4.882,56.745,-0.864,57.844
