Placemark,LL Lon,LL Lat,UR Lon,UR Lat
230_16,-40.192,62.341,-35.334,63.329
230_17,-41.114,60.948,-36.5,61.969
230_18,-41.969,59.551,-37.574,60.601
230_19,-42.765,58.15,-38.567,59.226
230_20,-43.509,56.745,-39.491,57.844
231_16,-41.737,62.341,-36.879,63.329
231_17,-42.659,60.948,-38.045,61.969
231_18,-43.514,59.551,-39.119,60.601
231_19,-44.31,58.15,-40.112,59.226
231_20,-45.054,56.745,-41.036,57.844
232_16,-43.282,62.341,-38.424,63.329
232_17,-44.204,60.948,-39.59,61.969
232_18,-45.059,59.551,-40.664,60.601
232_19,-45.855,58.15,-41.657,59.226
232_20,-46.599,56.745,-42.581,57.844
233_16,-44.827,62.341,-39.969,63.329
233_17,-45.749,60.948,-41.135,61.969
233_18,-46.604,59.551,-42.209,60.601
233_19,-47.4,58.15,-43.203,59.226
233_20,-48.144,56.745,-44.126,57.844
