Placemark,LL Lon,LL Lat,UR Lon,UR Lat
186_16,27.791,62.341,32.649,63.329
186_17,26.869,60.948,31.483,61.969
186_18,26.014,59.551,30.409,60.601
186_19,25.218,58.15,29.415,59.226
186_20,24.474,56.745,28.492,57.844
187_16,26.246,62.341,31.104,63.329
187_17,25.323,60.948,29.938,61.969
187_18,24.469,59.551,28.864,60.601
187_19,23.673,58.15,27.87,59.226
187_20,22.929,56.745,26.947,57.844
188_16,24.701,62.341,29.559,63.329
188_17,23.778,60.948,28.393,61.969
188_18,22.924,59.551,27.319,60.601
188_19,22.128,58.15,26.325,59.226
188_20,21.384,56.745,25.402,57.844
189_16,23.156,62.341,28.014,63.329
189_17,22.233,60.948,26.848,61.969
189_18,21.379,59.551,25.774,60.601
189_19,20.583,58.15,24.78,59.226
189_20,19.839,56.745,23.857,57.844
190_16,21.611,62.341,26.468,63.329
190_17,20.688,60.948,25.303,61.969
190_18,19.834,59.551,24.229,60.601
190_19,19.038,58.15,23.235,59.226
190_20,18.294,56.745,22.312,57.844
