Placemark,LL Lon,LL Lat,UR Lon,UR Lat
76_16,-162.252,62.341,-157.394,63.329
76_17,-163.174,60.948,-158.56,61.969
76_18,-164.029,59.551,-159.634,60.601
76_19,-164.825,58.15,-160.627,59.226
76_20,-165.569,56.745,-161.551,57.844
77_16,-163.797,62.341,-158.939,63.329
77_17,-164.719,60.948,-160.105,61.969
77_18,-165.574,59.551,-161.179,60.601
77_19,-166.37,58.15,-162.173,59.226
77_20,-167.114,56.745,-163.096,57.844
78_16,-165.342,62.341,-160.484,63.329
78_17,-166.265,60.948,-161.65,61.969
78_18,-167.119,59.551,-162.724,60.601
78_19,-167.915,58.15,-163.718,59.226
78_20,-168.659,56.745,-164.641,57.844
79_16,-166.887,62.341,-162.029,63.329
79_17,-167.81,60.948,-163.195,61.969
79_18,-168.664,59.551,-164.269,60.601
79_19,-169.46,58.15,-165.263,59.226
79_20,-170.204,56.745,-166.186,57.844
80_16,-168.432,62.341,-163.574,63.329
80_17,-169.355,60.948,-164.74,61.969
80_18,-170.209,59.551,-165.814,60.601
80_19,-171.005,58.15,-166.808,59.226
80_20,-171.749,56.745,-167.731,57.844
