Placemark,LL Lon,LL Lat,UR Lon,UR Lat
191_16,20.066,62.341,24.923,63.329
191_17,19.143,60.948,23.758,61.969
191_18,18.289,59.551,22.684,60.601
191_19,17.493,58.15,21.69,59.226
191_20,16.749,56.745,20.767,57.844
192_16,18.521,62.341,23.378,63.329
192_17,17.598,60.948,22.212,61.969
192_18,16.743,59.551,21.139,60.601
192_19,15.948,58.15,20.145,59.226
192_20,15.204,56.745,19.222,57.844
193_16,16.976,62.341,21.833,63.329
193_17,16.053,60.948,20.667,61.969
193_18,15.198,59.551,19.594,60.601
193_19,14.403,58.15,18.6,59.226
193_20,13.659,56.745,17.677,57.844
194_16,15.431,62.341,20.288,63.329
194_17,14.508,60.948,19.122,61.969
194_18,13.653,59.551,18.049,60.601
194_19,12.858,58.15,17.055,59.226
194_20,12.114,56.745,16.132,57.844
195_16,13.885,62.341,18.743,63.329
195_17,12.963,60.948,17.577,61.969
195_18,12.108,59.551,16.504,60.601
195_19,11.313,58.15,15.51,59.226
195_20,10.569,56.745,14.586,57.844
