Placemark,LL Lon,LL Lat,UR Lon,UR Lat
196_16,12.34,62.341,17.198,63.329
196_17,11.418,60.948,16.032,61.969
196_18,10.563,59.551,14.958,60.601
196_19,9.768,58.15,13.965,59.226
196_20,9.024,56.745,13.041,57.844
197_16,10.795,62.341,15.653,63.329
197_17,9.873,60.948,14.487,61.969
197_18,9.018,59.551,13.413,60.601
197_19,8.222,58.15,12.42,59.226
197_20,7.479,56.745,11.496,57.844
198_16,9.25,62.341,14.108,63.329
198_17,8.328,60.948,12.942,61.969
198_18,7.473,59.551,11.868,60.601
198_19,6.677,58.15,10.875,59.226
198_20,5.933,56.745,9.951,57.844
199_16,7.705,62.341,12.563,63.329
199_17,6.783,60.948,11.397,61.969
199_18,5.928,59.551,10.323,60.601
199_19,5.132,58.15,9.33,59.226
199_20,4.388,56.745,8.406,57.844
200_16,6.16,62.341,11.018,63.329
200_17,5.238,60.948,9.852,61.969
200_18,4.383,59.551,8.778,60.601
200_19,3.587,58.15,7.785,59.226
200_20,2.843,56.745,6.861,57.844
