Placemark,LL Lon,LL Lat,UR Lon,UR Lat
101_16,159.122,62.341,163.979,63.329
101_17,158.199,60.948,162.813,61.969
101_18,157.344,59.551,161.74,60.601
101_19,156.549,58.15,160.746,59.226
101_20,155.805,56.745,159.822,57.844
102_16,157.576,62.341,162.434,63.329
102_17,156.654,60.948,161.268,61.969
102_18,155.799,59.551,160.194,60.601
102_19,155.004,58.15,159.201,59.226
102_20,154.26,56.745,158.277,57.844
103_16,156.031,62.341,160.889,63.329
103_17,155.109,60.948,159.723,61.969
103_18,154.254,59.551,158.649,60.601
103_19,153.459,58.15,157.656,59.226
103_20,152.715,56.745,156.732,57.844
104_16,154.486,62.341,159.344,63.329
104_17,153.564,60.948,158.178,61.969
104_18,152.709,59.551,157.104,60.601
104_19,151.913,58.15,156.111,59.226
104_20,151.169,56.745,155.187,57.844
105_16,152.941,62.341,157.799,63.329
105_17,152.019,60.948,156.633,61.969
105_18,151.164,59.551,155.559,60.601
105_19,150.368,58.15,154.566,59.226
105_20,149.624,56.745,153.642,57.844
