Placemark,LL Lon,LL Lat,UR Lon,UR Lat
6_16,-54.097,62.341,-49.24,63.329
6_17,-55.02,60.948,-50.406,61.969
6_18,-55.875,59.551,-51.479,60.601
6_19,-56.67,58.15,-52.473,59.226
6_20,-57.414,56.745,-53.396,57.844
7_16,-55.642,62.341,-50.785,63.329
7_17,-56.565,60.948,-51.951,61.969
7_18,-57.42,59.551,-53.024,60.601
7_19,-58.215,58.15,-54.018,59.226
7_20,-58.959,56.745,-54.941,57.844
8_16,-57.187,62.341,-52.33,63.329
8_17,-58.11,60.948,-53.496,61.969
8_18,-58.965,59.551,-54.569,60.601
8_19,-59.76,58.15,-55.563,59.226
8_20,-60.504,56.745,-56.487,57.844
9_16,-58.733,62.341,-53.875,63.329
9_17,-59.655,60.948,-55.041,61.969
9_18,-60.51,59.551,-56.115,60.601
9_19,-61.305,58.15,-57.108,59.226
9_20,-62.049,56.745,-58.032,57.844
10_16,-60.278,62.341,-55.42,63.329
10_17,-61.2,60.948,-56.586,61.969
10_18,-62.055,59.551,-57.66,60.601
10_19,-62.85,58.15,-58.653,59.226
10_20,-63.594,56.745,-59.577,57.844
