Placemark,LL Lon,LL Lat,UR Lon,UR Lat
1_16,-46.372,62.341,-41.514,63.329
1_17,-47.295,60.948,-42.68,61.969
1_18,-48.149,59.551,-43.754,60.601
1_19,-48.945,58.15,-44.748,59.226
1_20,-49.689,56.745,-45.671,57.844
2_16,-47.917,62.341,-43.059,63.329
2_17,-48.84,60.948,-44.225,61.969
2_18,-49.694,59.551,-45.299,60.601
2_19,-50.49,58.15,-46.293,59.226
2_20,-51.234,56.745,-47.216,57.844
3_16,-49.462,62.341,-44.605,63.329
3_17,-50.385,60.948,-45.77,61.969
3_18,-51.239,59.551,-46.844,60.601
3_19,-52.035,58.15,-47.838,59.226
3_20,-52.779,56.745,-48.761,57.844
4_16,-51.007,62.341,-46.15,63.329
4_17,-51.93,60.948,-47.315,61.969
4_18,-52.784,59.551,-48.389,60.601
4_19,-53.58,58.15,-49.383,59.226
4_20,-54.324,56.745,-50.306,57.844
5_16,-52.552,62.341,-47.695,63.329
5_17,-53.475,60.948,-48.86,61.969
5_18,-54.33,59.551,-49.934,60.601
5_19,-55.125,58.15,-50.928,59.226
5_20,-55.869,56.745,-51.851,57.844
