Placemark,LL Lon,LL Lat,UR Lon,UR Lat
11_16,-61.823,62.341,-56.965,63.329
11_17,-62.745,60.948,-58.131,61.969
11_18,-63.6,59.551,-59.205,60.601
11_19,-64.396,58.15,-60.198,59.226
11_20,-65.14,56.745,-61.122,57.844
12_16,-63.368,62.341,-58.51,63.329
12_17,-64.29,60.948,-59.676,61.969
12_18,-65.145,59.551,-60.75,60.601
12_19,-65.941,58.15,-61.743,59.226
12_20,-66.685,56.745,-62.667,57.844
13_16,-64.913,62.341,-60.055,63.329
13_17,-65.835,60.948,-61.221,61.969
13_18,-66.69,59.551,-62.295,60.601
13_19,-67.486,58.15,-63.288,59.226
13_20,-68.23,56.745,-64.212,57.844
14_16,-66.458,62.341,-61.6,63.329
14_17,-67.38,60.948,-62.766,61.969
14_18,-68.235,59.551,-63.84,60.601
14_19,-69.031,58.15,-64.833,59.226
14_20,-69.775,56.745,-65.757,57.844
15_16,-68.003,62.341,-63.145,63.329
15_17,-68.925,60.948,-64.311,61.969
15_18,-69.78,59.551,-65.385,60.601
15_19,-70.576,58.15,-66.379,59.226
15_20,-71.32,56.745,-67.302,57.844
