Placemark,LL Lon,LL Lat,UR Lon,UR Lat
71_16,-154.527,62.341,-149.669,63.329
71_17,-155.449,60.948,-150.835,61.969
71_18,-156.304,59.551,-151.909,60.601
71_19,-157.099,58.15,-152.902,59.226
71_20,-157.843,56.745,-153.826,57.844
72_16,-156.072,62.341,-151.214,63.329
72_17,-156.994,60.948,-152.38,61.969
72_18,-157.849,59.551,-153.454,60.601
72_19,-158.644,58.15,-154.447,59.226
72_20,-159.388,56.745,-155.371,57.844
73_16,-157.617,62.341,-152.759,63.329
73_17,-158.539,60.948,-153.925,61.969
73_18,-159.394,59.551,-154.999,60.601
73_19,-160.19,58.15,-155.992,59.226
73_20,-160.934,56.745,-156.916,57.844
74_16,-159.162,62.341,-154.304,63.329
74_17,-160.084,60.948,-155.47,61.969
74_18,-160.939,59.551,-156.544,60.601
74_19,-161.735,58.15,-157.537,59.226
74_20,-162.479,56.745,-158.461,57.844
75_16,-160.707,62.341,-155.849,63.329
75_17,-161.629,60.948,-157.015,61.969
75_18,-162.484,59.551,-158.089,60.601
75_19,-163.28,58.15,-159.082,59.226
75_20,-164.024,56.745,-160.006,57.844
