Placemark,LL Lon,LL Lat,UR Lon,UR Lat
26_16,-84.999,62.341,-80.141,63.329
26_17,-85.921,60.948,-81.307,61.969
26_18,-86.776,59.551,-82.381,60.601
26_19,-87.571,58.15,-83.374,59.226
26_20,-88.315,56.745,-84.298,57.844
27_16,-86.544,62.341,-81.686,63.329
27_17,-87.466,60.948,-82.852,61.969
27_18,-88.321,59.551,-83.926,60.601
27_19,-89.117,58.15,-84.919,59.226
27_20,-89.861,56.745,-85.843,57.844
28_16,-88.089,62.341,-83.231,63.329
28_17,-89.011,60.948,-84.397,61.969
28_18,-89.866,59.551,-85.471,60.601
28_19,-90.662,58.15,-86.464,59.226
28_20,-91.406,56.745,-87.388,57.844
29_16,-89.634,62.341,-84.776,63.329
29_17,-90.556,60.948,-85.942,61.969
29_18,-91.411,59.551,-87.016,60.601
29_19,-92.207,58.15,-88.009,59.226
29_20,-92.951,56.745,-88.933,57.844
30_16,-91.179,62.341,-86.321,63.329
30_17,-92.101,60.948,-87.487,61.969
30_18,-92.956,59.551,-88.561,60.601
30_19,-93.752,58.15,-89.554,59.226
30_20,-94.496,56.745,-90.478,57.844
