Placemark,LL Lon,LL Lat,UR Lon,UR Lat
21_16,-77.273,62.341,-72.416,63.329
21_17,-78.196,60.948,-73.582,61.969
21_18,-79.051,59.551,-74.655,60.601
21_19,-79.846,58.15,-75.649,59.226
21_20,-80.59,56.745,-76.572,57.844
22_16,-78.818,62.341,-73.961,63.329
22_17,-79.741,60.948,-75.127,61.969
22_18,-80.596,59.551,-76.2,60.601
22_19,-81.391,58.15,-77.194,59.226
22_20,-82.135,56.745,-78.117,57.844
23_16,-80.363,62.341,-75.506,63.329
23_17,-81.286,60.948,-76.672,61.969
23_18,-82.141,59.551,-77.745,60.601
23_19,-82.936,58.15,-78.739,59.226
23_20,-83.68,56.745,-79.662,57.844
24_16,-81.909,62.341,-77.051,63.329
24_17,-82.831,60.948,-78.217,61.969
24_18,-83.686,59.551,-79.29,60.601
24_19,-84.481,58.15,-80.284,59.226
24_20,-85.225,56.745,-81.208,57.844
25_16,-83.454,62.341,-78.596,63.329
25_17,-84.376,60.948,-79.762,61.969
25_18,-85.231,59.551,-80.836,60.601
25_19,-86.026,58.15,-81.829,59.226
25_20,-86.77,56.745,-82.753,57.844
