Placemark,LL Lon,LL Lat,UR Lon,UR Lat
106_16,151.396,62.341,156.254,63.329
106_17,150.474,60.948,155.088,61.969
106_18,149.619,59.551,154.014,60.601
106_19,148.823,58.15,153.021,59.226
106_20,148.079,56.745,152.097,57.844
107_16,149.851,62.341,154.709,63.329
107_17,148.929,60.948,153.543,61.969
107_18,148.074,59.551,152.469,60.601
107_19,147.278,58.15,151.476,59.226
107_20,146.534,56.745,150.552,57.844
108_16,148.306,62.341,153.164,63.329
108_17,147.384,60.948,151.998,61.969
108_18,146.529,59.551,150.924,60.601
108_19,145.733,58.15,149.93,59.226
108_20,144.989,56.745,149.007,57.844
109_16,146.761,62.341,151.619,63.329
109_17,145.838,60.948,150.453,61.969
109_18,144.984,59.551,149.379,60.601
109_19,144.188,58.15,148.385,59.226
109_20,143.444,56.745,147.462,57.844
110_16,145.216,62.341,150.074,63.329
110_17,144.293,60.948,148.908,61.969
110_18,143.439,59.551,147.834,60.601
110_19,142.643,58.15,146.84,59.226
110_20,141.899,56.745,145.917,57.844
