Placemark,LL Lon,LL Lat,UR Lon,UR Lat
31_16,-92.724,62.341,-87.866,63.329
31_17,-93.646,60.948,-89.032,61.969
31_18,-94.501,59.551,-90.106,60.601
31_19,-95.297,58.15,-91.1,59.226
31_20,-96.041,56.745,-92.023,57.844
32_16,-94.269,62.341,-89.411,63.329
32_17,-95.192,60.948,-90.577,61.969
32_18,-96.046,59.551,-91.651,60.601
32_19,-96.842,58.15,-92.645,59.226
32_20,-97.586,56.745,-93.568,57.844
33_16,-95.814,62.341,-90.956,63.329
33_17,-96.737,60.948,-92.122,61.969
33_18,-97.591,59.551,-93.196,60.601
33_19,-98.387,58.15,-94.19,59.226
33_20,-99.131,56.745,-95.113,57.844
34_16,-97.359,62.341,-92.501,63.329
34_17,-98.282,60.948,-93.667,61.969
34_18,-99.136,59.551,-94.741,60.601
34_19,-99.932,58.15,-95.735,59.226
34_20,-100.676,56.745,-96.658,57.844
35_16,-98.904,62.341,-94.047,63.329
35_17,-99.827,60.948,-95.212,61.969
35_18,-100.681,59.551,-96.286,60.601
35_19,-101.477,58.15,-97.28,59.226
35_20,-102.221,56.745,-98.203,57.844
