Placemark,LL Lon,LL Lat,UR Lon,UR Lat
183_116,-40.194,-78.048,-28.528,-78.095
187_116,-46.375,-78.048,-34.709,-78.095
185_116,-43.284,-78.048,-31.618,-78.095
190_116,-51.01,-78.048,-39.344,-78.095
192_116,-54.1,-78.048,-42.434,-78.095
