Placemark,LL Lon,LL Lat,UR Lon,UR Lat
200_41,-7.062,26.763,-4.741,28.091
200_42,-7.406,25.322,-5.116,26.655
200_43,-7.744,23.881,-5.483,25.218
200_44,-8.078,22.439,-5.844,23.78
200_45,-8.407,20.996,-6.199,22.34
201_41,-8.607,26.763,-6.286,28.091
201_42,-8.951,25.322,-6.661,26.655
201_43,-9.289,23.881,-7.028,25.218
201_44,-9.623,22.439,-7.389,23.78
201_45,-9.952,20.996,-7.744,22.34
202_41,-10.152,26.763,-7.831,28.091
202_42,-10.496,25.322,-8.206,26.655
202_43,-10.834,23.881,-8.573,25.218
202_44,-11.168,22.439,-8.934,23.78
202_45,-11.498,20.996,-9.289,22.34
203_41,-11.697,26.763,-9.376,28.091
203_42,-12.041,25.322,-9.751,26.655
203_43,-12.379,23.881,-10.119,25.218
203_44,-12.713,22.439,-10.479,23.78
203_45,-13.043,20.996,-10.834,22.34
204_41,-13.243,26.763,-10.921,28.091
204_42,-13.586,25.322,-11.296,26.655
204_43,-13.924,23.881,-11.664,25.218
204_44,-14.258,22.439,-12.024,23.78
204_45,-14.588,20.996,-12.379,22.34
