Placemark,LL Lon,LL Lat,UR Lon,UR Lat
120_41,116.543,26.763,118.865,28.091
120_42,116.199,25.322,118.49,26.655
120_43,115.861,23.881,118.122,25.218
120_44,115.527,22.439,117.761,23.78
120_45,115.198,20.996,117.406,22.34
121_41,114.998,26.763,117.32,28.091
121_42,114.654,25.322,116.944,26.655
121_43,114.316,23.881,116.577,25.218
121_44,113.982,22.439,116.216,23.78
121_45,113.653,20.996,115.861,22.34
122_41,113.453,26.763,115.775,28.091
122_42,113.109,25.322,115.399,26.655
122_43,112.771,23.881,115.032,25.218
122_44,112.437,22.439,114.671,23.78
122_45,112.108,20.996,114.316,22.34
123_41,111.908,26.763,114.229,28.091
123_42,111.564,25.322,113.854,26.655
123_43,111.226,23.881,113.487,25.218
123_44,110.892,22.439,113.126,23.78
123_45,110.563,20.996,112.771,22.34
124_41,110.363,26.763,112.684,28.091
124_42,110.019,25.322,112.309,26.655
124_43,109.681,23.881,111.942,25.218
124_44,109.347,22.439,111.581,23.78
124_45,109.017,20.996,111.226,22.34
