Placemark,LL Lon,LL Lat,UR Lon,UR Lat
30_41,-104.401,26.763,-102.08,28.091
30_42,-104.745,25.322,-102.455,26.655
30_43,-105.083,23.881,-102.822,25.218
30_44,-105.417,22.439,-103.183,23.78
30_45,-105.746,20.996,-103.538,22.34
31_41,-105.946,26.763,-103.625,28.091
31_42,-106.29,25.322,-104.0,26.655
31_43,-106.628,23.881,-104.367,25.218
31_44,-106.962,22.439,-104.728,23.78
31_45,-107.292,20.996,-105.083,22.34
32_41,-107.491,26.763,-105.17,28.091
32_42,-107.835,25.322,-105.545,26.655
32_43,-108.173,23.881,-105.912,25.218
32_44,-108.507,22.439,-106.273,23.78
32_45,-108.837,20.996,-106.628,22.34
33_41,-109.037,26.763,-106.715,28.091
33_42,-109.38,25.322,-107.09,26.655
33_43,-109.718,23.881,-107.458,25.218
33_44,-110.052,22.439,-107.818,23.78
33_45,-110.382,20.996,-108.173,22.34
34_41,-110.582,26.763,-108.26,28.091
34_42,-110.925,25.322,-108.635,26.655
34_43,-111.263,23.881,-109.003,25.218
34_44,-111.597,22.439,-109.364,23.78
34_45,-111.927,20.996,-109.718,22.34
