Placemark,LL Lon,LL Lat,UR Lon,UR Lat
35_41,-112.127,26.763,-109.805,28.091
35_42,-112.47,25.322,-110.18,26.655
35_43,-112.808,23.881,-110.548,25.218
35_44,-113.142,22.439,-110.909,23.78
35_45,-113.472,20.996,-111.263,22.34
36_41,-113.672,26.763,-111.35,28.091
36_42,-114.015,25.322,-111.725,26.655
36_43,-114.353,23.881,-112.093,25.218
36_44,-114.687,22.439,-112.454,23.78
36_45,-115.017,20.996,-112.808,22.34
37_41,-115.217,26.763,-112.895,28.091
37_42,-115.56,25.322,-113.27,26.655
37_43,-115.899,23.881,-113.638,25.218
37_44,-116.232,22.439,-113.999,23.78
37_45,-116.562,20.996,-114.353,22.34
38_41,-116.762,26.763,-114.44,28.091
38_42,-117.105,25.322,-114.815,26.655
38_43,-117.444,23.881,-115.183,25.218
38_44,-117.777,22.439,-115.544,23.78
38_45,-118.107,20.996,-115.898,22.34
39_41,-118.307,26.763,-115.985,28.091
39_42,-118.65,25.322,-116.36,26.655
39_43,-118.989,23.881,-116.728,25.218
39_44,-119.322,22.439,-117.089,23.78
39_45,-119.652,20.996,-117.443,22.34
40_41,-119.852,26.763,-117.53,28.091
40_42,-120.195,25.322,-117.905,26.655
40_43,-120.534,23.881,-118.273,25.218
40_44,-120.867,22.439,-118.634,23.78
40_45,-121.197,20.996,-118.989,22.34
