Placemark,LL Lon,LL Lat,UR Lon,UR Lat
205_41,-14.788,26.763,-12.466,28.091
205_42,-15.131,25.322,-12.841,26.655
205_43,-15.469,23.881,-13.209,25.218
205_44,-15.803,22.439,-13.57,23.78
205_45,-16.133,20.996,-13.924,22.34
206_41,-16.333,26.763,-14.011,28.091
206_42,-16.676,25.322,-14.386,26.655
206_43,-17.014,23.881,-14.754,25.218
206_44,-17.348,22.439,-15.115,23.78
206_45,-17.678,20.996,-15.469,22.34
207_41,-17.878,26.763,-15.556,28.091
207_42,-18.221,25.322,-15.931,26.655
207_43,-18.559,23.881,-16.299,25.218
207_44,-18.893,22.439,-16.66,23.78
207_45,-19.223,20.996,-17.014,22.34
208_41,-19.423,26.763,-17.101,28.091
208_42,-19.766,25.322,-17.476,26.655
208_43,-20.105,23.881,-17.844,25.218
208_44,-20.438,22.439,-18.205,23.78
208_45,-20.768,20.996,-18.559,22.34
209_41,-20.968,26.763,-18.646,28.091
209_42,-21.311,25.322,-19.021,26.655
209_43,-21.65,23.881,-19.389,25.218
209_44,-21.983,22.439,-19.75,23.78
209_45,-22.313,20.996,-20.104,22.34
210_41,-22.513,26.763,-20.191,28.091
210_42,-22.856,25.322,-20.566,26.655
210_43,-23.195,23.881,-20.934,25.218
210_44,-23.528,22.439,-21.295,23.78
210_45,-23.858,20.996,-21.649,22.34
