Placemark,LL Lon,LL Lat,UR Lon,UR Lat
21_45,-91.841,20.996,-89.632,22.34
20_45,-90.296,20.996,-88.087,22.34
15_41,-81.225,26.763,-78.904,28.091
15_42,-81.569,25.322,-79.279,26.655
15_43,-81.907,23.881,-79.646,25.218
15_44,-82.241,22.439,-80.007,23.78
15_45,-82.57,20.996,-80.362,22.34
16_41,-82.77,26.763,-80.449,28.091
16_42,-83.114,25.322,-80.824,26.655
16_43,-83.452,23.881,-81.191,25.218
16_44,-83.786,22.439,-81.552,23.78
16_45,-84.116,20.996,-81.907,22.34
17_41,-84.316,26.763,-81.994,28.091
17_42,-84.659,25.322,-82.369,26.655
17_43,-84.997,23.881,-82.737,25.218
17_44,-85.331,22.439,-83.097,23.78
17_45,-85.661,20.996,-83.452,22.34
18_41,-85.861,26.763,-83.539,28.091
18_42,-86.204,25.322,-83.914,26.655
18_43,-86.542,23.881,-84.282,25.218
18_44,-86.876,22.439,-84.642,23.78
18_45,-87.206,20.996,-84.997,22.34
19_41,-87.406,26.763,-85.084,28.091
19_42,-87.749,25.322,-85.459,26.655
19_43,-88.087,23.881,-85.827,25.218
19_44,-88.421,22.439,-86.188,23.78
19_45,-88.751,20.996,-86.542,22.34
