Placemark,LL Lon,LL Lat,UR Lon,UR Lat
135_41,93.367,26.763,95.689,28.091
135_42,93.023,25.322,95.314,26.655
135_43,92.685,23.881,94.946,25.218
135_44,92.351,22.439,94.585,23.78
135_45,92.022,20.996,94.23,22.34
136_41,91.822,26.763,94.144,28.091
136_42,91.478,25.322,93.769,26.655
136_43,91.14,23.881,93.401,25.218
136_44,90.806,22.439,93.04,23.78
136_45,90.477,20.996,92.685,22.34
137_41,90.277,26.763,92.599,28.091
137_42,89.933,25.322,92.223,26.655
137_43,89.595,23.881,91.856,25.218
137_44,89.261,22.439,91.495,23.78
137_45,88.932,20.996,91.14,22.34
138_41,88.732,26.763,91.053,28.091
138_42,88.388,25.322,90.678,26.655
138_43,88.05,23.881,90.311,25.218
138_44,87.716,22.439,89.95,23.78
138_45,87.387,20.996,89.595,22.34
139_41,87.187,26.763,89.508,28.091
139_42,86.843,25.322,89.133,26.655
139_43,86.505,23.881,88.766,25.218
139_44,86.171,22.439,88.405,23.78
139_45,85.842,20.996,88.05,22.34
