Placemark,LL Lon,LL Lat,UR Lon,UR Lat
10_41,-73.5,26.763,-71.178,28.091
10_42,-73.843,25.322,-71.553,26.655
10_43,-74.182,23.881,-71.921,25.218
10_44,-74.516,22.439,-72.282,23.78
10_45,-74.845,20.996,-72.637,22.34
11_41,-75.045,26.763,-72.723,28.091
11_42,-75.389,25.322,-73.098,26.655
11_43,-75.727,23.881,-73.466,25.218
11_44,-76.061,22.439,-73.827,23.78
11_45,-76.39,20.996,-74.182,22.34
12_41,-76.59,26.763,-74.268,28.091
12_42,-76.934,25.322,-74.644,26.655
12_43,-77.272,23.881,-75.011,25.218
12_44,-77.606,22.439,-75.372,23.78
12_45,-77.935,20.996,-75.727,22.34
13_41,-78.135,26.763,-75.813,28.091
13_42,-78.479,25.322,-76.189,26.655
13_43,-78.817,23.881,-76.556,25.218
13_44,-79.151,22.439,-76.917,23.78
13_45,-79.48,20.996,-77.272,22.34
14_41,-79.68,26.763,-77.359,28.091
14_42,-80.024,25.322,-77.734,26.655
14_43,-80.362,23.881,-78.101,25.218
14_44,-80.696,22.439,-78.462,23.78
14_45,-81.025,20.996,-78.817,22.34
