Placemark,LL Lon,LL Lat,UR Lon,UR Lat
155_41,62.466,26.763,64.787,28.091
155_42,62.122,25.322,64.412,26.655
155_43,61.784,23.881,64.045,25.218
155_44,61.45,22.439,63.684,23.78
155_45,61.12,20.996,63.329,22.34
156_41,60.921,26.763,63.242,28.091
156_42,60.577,25.322,62.867,26.655
156_43,60.239,23.881,62.5,25.218
156_44,59.905,22.439,62.139,23.78
156_45,59.575,20.996,61.784,22.34
157_41,59.375,26.763,61.697,28.091
157_42,59.032,25.322,61.322,26.655
157_43,58.694,23.881,60.954,25.218
157_44,58.36,22.439,60.594,23.78
157_45,58.03,20.996,60.239,22.34
158_41,57.83,26.763,60.152,28.091
158_42,57.487,25.322,59.777,26.655
158_43,57.149,23.881,59.409,25.218
158_44,56.815,22.439,59.049,23.78
158_45,56.485,20.996,58.694,22.34
159_41,56.285,26.763,58.607,28.091
159_42,55.942,25.322,58.232,26.655
159_43,55.604,23.881,57.864,25.218
159_44,55.27,22.439,57.503,23.78
159_45,54.94,20.996,57.149,22.34
