Placemark,LL Lon,LL Lat,UR Lon,UR Lat
160_41,54.74,26.763,57.062,28.091
160_42,54.397,25.322,56.687,26.655
160_43,54.059,23.881,56.319,25.218
160_44,53.725,22.439,55.958,23.78
160_45,53.395,20.996,55.604,22.34
161_41,53.195,26.763,55.517,28.091
161_42,52.852,25.322,55.142,26.655
161_43,52.513,23.881,54.774,25.218
161_44,52.18,22.439,54.413,23.78
161_45,51.85,20.996,54.059,22.34
162_41,51.65,26.763,53.972,28.091
162_42,51.307,25.322,53.597,26.655
162_43,50.968,23.881,53.229,25.218
162_44,50.635,22.439,52.868,23.78
162_45,50.305,20.996,52.514,22.34
163_41,50.105,26.763,52.427,28.091
163_42,49.762,25.322,52.052,26.655
163_43,49.423,23.881,51.684,25.218
163_44,49.09,22.439,51.323,23.78
163_45,48.76,20.996,50.969,22.34
164_41,48.56,26.763,50.882,28.091
164_42,48.217,25.322,50.507,26.655
164_43,47.878,23.881,50.139,25.218
164_44,47.545,22.439,49.778,23.78
164_45,47.215,20.996,49.423,22.34
