Placemark,LL Lon,LL Lat,UR Lon,UR Lat
170_41,39.29,26.763,41.611,28.091
170_42,38.946,25.322,41.236,26.655
170_43,38.608,23.881,40.869,25.218
170_44,38.274,22.439,40.508,23.78
170_45,37.945,20.996,40.153,22.34
171_41,37.745,26.763,40.066,28.091
171_42,37.401,25.322,39.691,26.655
171_43,37.063,23.881,39.324,25.218
171_44,36.729,22.439,38.963,23.78
171_45,36.399,20.996,38.608,22.34
172_41,36.2,26.763,38.521,28.091
172_42,35.856,25.322,38.146,26.655
172_43,35.518,23.881,37.778,25.218
172_44,35.184,22.439,37.418,23.78
172_45,34.854,20.996,37.063,22.34
173_41,34.654,26.763,36.976,28.091
173_42,34.311,25.322,36.601,26.655
173_43,33.973,23.881,36.233,25.218
173_44,33.639,22.439,35.873,23.78
173_45,33.309,20.996,35.518,22.34
174_41,33.109,26.763,35.431,28.091
174_42,32.766,25.322,35.056,26.655
174_43,32.428,23.881,34.688,25.218
174_44,32.094,22.439,34.327,23.78
174_45,31.764,20.996,33.973,22.34
