Placemark,LL Lon,LL Lat,UR Lon,UR Lat
155_46,60.795,19.553,62.98,20.901
155_47,60.472,18.109,62.637,19.46
155_48,60.153,16.665,62.298,18.019
155_49,59.836,15.22,61.964,16.577
155_50,59.521,13.776,61.633,15.134
156_46,59.25,19.553,61.435,20.901
156_47,58.927,18.109,61.092,19.46
156_48,58.608,16.665,60.753,18.019
156_49,58.291,15.22,60.419,16.577
156_50,57.976,13.776,60.088,15.134
157_46,57.705,19.553,59.89,20.901
157_47,57.382,18.109,59.547,19.46
157_48,57.062,16.665,59.208,18.019
157_49,56.746,15.22,58.874,16.577
157_50,56.431,13.776,58.543,15.134
158_46,56.159,19.553,58.345,20.901
158_47,55.837,18.109,58.001,19.46
158_48,55.517,16.665,57.663,18.019
158_49,55.201,15.22,57.328,16.577
158_50,54.886,13.776,56.998,15.134
159_46,54.614,19.553,56.8,20.901
159_47,54.292,18.109,56.456,19.46
159_48,53.972,16.665,56.118,18.019
159_49,53.656,15.22,55.783,16.577
159_50,53.341,13.776,55.453,15.134
