Placemark,LL Lon,LL Lat,UR Lon,UR Lat
26_46,-99.892,19.553,-97.706,20.901
26_47,-100.215,18.109,-98.05,19.46
26_48,-100.534,16.665,-98.389,18.019
26_49,-100.851,15.22,-98.723,16.577
26_50,-101.165,13.776,-99.053,15.134
27_46,-101.437,19.553,-99.252,20.901
27_47,-101.76,18.109,-99.595,19.46
27_48,-102.079,16.665,-99.934,18.019
27_49,-102.396,15.22,-100.268,16.577
27_50,-102.71,13.776,-100.598,15.134
28_46,-102.982,19.553,-100.797,20.901
28_47,-103.305,18.109,-101.14,19.46
28_48,-103.624,16.665,-101.479,18.019
28_49,-103.941,15.22,-101.813,16.577
28_50,-104.256,13.776,-102.143,15.134
29_46,-104.527,19.553,-102.342,20.901
29_47,-104.85,18.109,-102.685,19.46
29_48,-105.169,16.665,-103.024,18.019
29_49,-105.486,15.22,-103.358,16.577
29_50,-105.801,13.776,-103.688,15.134
30_46,-106.072,19.553,-103.887,20.901
30_47,-106.395,18.109,-104.23,19.46
30_48,-106.714,16.665,-104.569,18.019
30_49,-107.031,15.22,-104.903,16.577
30_50,-107.346,13.776,-105.234,15.134
