Placemark,LL Lon,LL Lat,UR Lon,UR Lat
200_46,-8.733,19.553,-6.548,20.901
200_47,-9.056,18.109,-6.891,19.46
200_48,-9.375,16.665,-7.23,18.019
200_49,-9.692,15.22,-7.564,16.577
200_50,-10.007,13.776,-7.894,15.134
201_46,-10.278,19.553,-8.093,20.901
201_47,-10.601,18.109,-8.436,19.46
201_48,-10.92,16.665,-8.775,18.019
201_49,-11.237,15.22,-9.109,16.577
201_50,-11.552,13.776,-9.44,15.134
202_46,-11.823,19.553,-9.638,20.901
202_47,-12.146,18.109,-9.981,19.46
202_48,-12.465,16.665,-10.32,18.019
202_49,-12.782,15.22,-10.654,16.577
202_50,-13.097,13.776,-10.985,15.134
203_46,-13.368,19.553,-11.183,20.901
203_47,-13.691,18.109,-11.526,19.46
203_48,-14.01,16.665,-11.865,18.019
203_49,-14.327,15.22,-12.199,16.577
203_50,-14.642,13.776,-12.53,15.134
204_46,-14.914,19.553,-12.728,20.901
204_47,-15.236,18.109,-13.071,19.46
204_48,-15.556,16.665,-13.41,18.019
204_49,-15.872,15.22,-13.744,16.577
204_50,-16.187,13.776,-14.075,15.134
