Placemark,LL Lon,LL Lat,UR Lon,UR Lat
139_46,85.516,19.553,87.701,20.901
140_46,83.971,19.553,86.156,20.901
140_47,83.648,18.109,85.813,19.46
140_48,83.329,16.665,85.474,18.019
140_49,83.012,15.22,85.14,16.577
140_50,82.697,13.776,84.809,15.134
141_46,82.426,19.553,84.611,20.901
141_47,82.103,18.109,84.268,19.46
141_48,81.784,16.665,83.929,18.019
141_49,81.467,15.22,83.595,16.577
141_50,81.152,13.776,83.264,15.134
142_46,80.88,19.553,83.066,20.901
142_47,80.558,18.109,82.722,19.46
142_48,80.238,16.665,82.384,18.019
142_49,79.922,15.22,82.05,16.577
142_50,79.607,13.776,81.719,15.134
143_46,79.335,19.553,81.521,20.901
143_47,79.013,18.109,81.177,19.46
143_48,78.693,16.665,80.839,18.019
143_49,78.377,15.22,80.504,16.577
143_50,78.062,13.776,80.174,15.134
144_46,77.79,19.553,79.976,20.901
144_47,77.468,18.109,79.632,19.46
144_48,77.148,16.665,79.294,18.019
144_49,76.831,15.22,78.959,16.577
144_50,76.517,13.776,78.629,15.134
