Placemark,LL Lon,LL Lat,UR Lon,UR Lat
6_46,-68.991,19.553,-66.805,20.901
6_47,-69.313,18.109,-67.149,19.46
6_48,-69.633,16.665,-67.487,18.019
6_49,-69.95,15.22,-67.822,16.577
6_50,-70.264,13.776,-68.152,15.134
7_46,-70.536,19.553,-68.35,20.901
7_47,-70.858,18.109,-68.694,19.46
7_48,-71.178,16.665,-69.033,18.019
7_49,-71.495,15.22,-69.367,16.577
7_50,-71.809,13.776,-69.697,15.134
8_46,-72.081,19.553,-69.895,20.901
8_47,-72.403,18.109,-70.239,19.46
8_48,-72.723,16.665,-70.578,18.019
8_49,-73.04,15.22,-70.912,16.577
8_50,-73.354,13.776,-71.242,15.134
9_46,-73.626,19.553,-71.44,20.901
9_47,-73.948,18.109,-71.784,19.46
9_48,-74.268,16.665,-72.123,18.019
9_49,-74.585,15.22,-72.457,16.577
9_50,-74.899,13.776,-72.787,15.134
10_46,-75.171,19.553,-72.985,20.901
10_47,-75.494,18.109,-73.329,19.46
10_48,-75.813,16.665,-73.668,18.019
10_49,-76.13,15.22,-74.002,16.577
10_50,-76.444,13.776,-74.332,15.134
