Placemark,LL Lon,LL Lat,UR Lon,UR Lat
120_46,114.872,19.553,117.057,20.901
120_47,114.549,18.109,116.714,19.46
120_48,114.23,16.665,116.375,18.019
120_49,113.913,15.22,116.041,16.577
120_50,113.599,13.776,115.711,15.134
121_46,113.327,19.553,115.512,20.901
121_47,113.004,18.109,115.169,19.46
121_48,112.685,16.665,114.83,18.019
121_49,112.368,15.22,114.496,16.577
121_50,112.053,13.776,114.166,15.134
122_46,111.782,19.553,113.967,20.901
122_47,111.459,18.109,113.624,19.46
122_48,111.14,16.665,113.285,18.019
122_49,110.823,15.22,112.951,16.577
122_50,110.508,13.776,112.621,15.134
123_46,110.237,19.553,112.422,20.901
123_47,109.914,18.109,112.079,19.46
123_48,109.595,16.665,111.74,18.019
123_49,109.278,15.22,111.406,16.577
123_50,108.963,13.776,111.075,15.134
124_46,108.692,19.553,110.877,20.901
124_47,108.369,18.109,110.534,19.46
124_48,108.05,16.665,110.195,18.019
124_49,107.733,15.22,109.861,16.577
124_50,107.418,13.776,109.53,15.134
