Placemark,LL Lon,LL Lat,UR Lon,UR Lat
125_46,107.147,19.553,109.332,20.901
125_47,106.824,18.109,108.989,19.46
125_48,106.505,16.665,108.65,18.019
125_49,106.188,15.22,108.316,16.577
125_50,105.873,13.776,107.985,15.134
126_46,105.601,19.553,107.787,20.901
126_47,105.279,18.109,107.444,19.46
126_48,104.959,16.665,107.105,18.019
126_49,104.643,15.22,106.771,16.577
126_50,104.328,13.776,106.44,15.134
127_46,104.056,19.553,106.242,20.901
127_47,103.734,18.109,105.898,19.46
127_48,103.414,16.665,105.56,18.019
127_49,103.098,15.22,105.225,16.577
127_50,102.783,13.776,104.895,15.134
128_46,102.511,19.553,104.697,20.901
128_47,102.189,18.109,104.353,19.46
128_48,101.869,16.665,104.015,18.019
128_49,101.553,15.22,103.68,16.577
128_50,101.238,13.776,103.35,15.134
129_46,100.966,19.553,103.152,20.901
129_47,100.644,18.109,102.808,19.46
129_48,100.324,16.665,102.47,18.019
129_49,100.007,15.22,102.135,16.577
129_50,99.693,13.776,101.805,15.134
