Placemark,LL Lon,LL Lat,UR Lon,UR Lat
16_46,-84.441,19.553,-82.256,20.901
16_47,-84.764,18.109,-82.599,19.46
16_48,-85.083,16.665,-82.938,18.019
16_49,-85.4,15.22,-83.272,16.577
16_50,-85.715,13.776,-83.603,15.134
17_46,-85.986,19.553,-83.801,20.901
17_47,-86.309,18.109,-84.144,19.46
17_48,-86.628,16.665,-84.483,18.019
17_49,-86.945,15.22,-84.817,16.577
17_50,-87.26,13.776,-85.148,15.134
18_46,-87.532,19.553,-85.346,20.901
18_47,-87.854,18.109,-85.69,19.46
18_48,-88.174,16.665,-86.028,18.019
18_49,-88.49,15.22,-86.363,16.577
18_50,-88.805,13.776,-86.693,15.134
19_46,-89.077,19.553,-86.891,20.901
19_47,-89.399,18.109,-87.235,19.46
19_48,-89.719,16.665,-87.573,18.019
19_49,-90.035,15.22,-87.908,16.577
19_50,-90.35,13.776,-88.238,15.134
20_46,-90.622,19.553,-88.436,20.901
20_47,-90.944,18.109,-88.78,19.46
20_48,-91.264,16.665,-89.118,18.019
20_49,-91.581,15.22,-89.453,16.577
20_50,-91.895,13.776,-89.783,15.134
