Placemark,LL Lon,LL Lat,UR Lon,UR Lat
145_46,76.245,19.553,78.431,20.901
145_47,75.923,18.109,78.087,19.46
145_48,75.603,16.665,77.749,18.019
145_49,75.286,15.22,77.414,16.577
145_50,74.972,13.776,77.084,15.134
146_46,74.7,19.553,76.886,20.901
146_47,74.378,18.109,76.542,19.46
146_48,74.058,16.665,76.204,18.019
146_49,73.741,15.22,75.869,16.577
146_50,73.427,13.776,75.539,15.134
147_46,73.155,19.553,75.341,20.901
147_47,72.833,18.109,74.997,19.46
147_48,72.513,16.665,74.658,18.019
147_49,72.196,15.22,74.324,16.577
147_50,71.882,13.776,73.994,15.134
148_46,71.61,19.553,73.796,20.901
148_47,71.288,18.109,73.452,19.46
148_48,70.968,16.665,73.113,18.019
148_49,70.651,15.22,72.779,16.577
148_50,70.337,13.776,72.449,15.134
149_46,70.065,19.553,72.251,20.901
149_47,69.743,18.109,71.907,19.46
149_48,69.423,16.665,71.568,18.019
149_49,69.106,15.22,71.234,16.577
149_50,68.792,13.776,70.904,15.134
