Placemark,LL Lon,LL Lat,UR Lon,UR Lat
115_46,122.597,19.553,124.783,20.901
115_47,122.275,18.109,124.439,19.46
115_48,121.955,16.665,124.101,18.019
115_49,121.638,15.22,123.766,16.577
115_50,121.324,13.776,123.436,15.134
116_46,121.052,19.553,123.238,20.901
116_47,120.73,18.109,122.894,19.46
116_48,120.41,16.665,122.555,18.019
116_49,120.093,15.22,122.221,16.577
116_50,119.779,13.776,121.891,15.134
117_46,119.507,19.553,121.693,20.901
117_47,119.185,18.109,121.349,19.46
117_48,118.865,16.665,121.01,18.019
117_49,118.548,15.22,120.676,16.577
117_50,118.234,13.776,120.346,15.134
118_46,117.962,19.553,120.148,20.901
118_47,117.64,18.109,119.804,19.46
118_48,117.32,16.665,119.465,18.019
118_49,117.003,15.22,119.131,16.577
118_50,116.689,13.776,118.801,15.134
119_46,116.417,19.553,118.603,20.901
119_47,116.094,18.109,118.259,19.46
119_48,115.775,16.665,117.92,18.019
119_49,115.458,15.22,117.586,16.577
119_50,115.144,13.776,117.256,15.134
