Placemark,LL Lon,LL Lat,UR Lon,UR Lat
1_46,-61.265,19.553,-59.08,20.901
1_47,-61.588,18.109,-59.423,19.46
1_48,-61.907,16.665,-59.762,18.019
1_49,-62.224,15.22,-60.096,16.577
1_50,-62.539,13.776,-60.427,15.134
2_46,-62.811,19.553,-60.625,20.901
2_47,-63.133,18.109,-60.968,19.46
2_48,-63.453,16.665,-61.307,18.019
2_49,-63.769,15.22,-61.641,16.577
2_50,-64.084,13.776,-61.972,15.134
3_46,-64.356,19.553,-62.17,20.901
3_47,-64.678,18.109,-62.514,19.46
3_48,-64.998,16.665,-62.852,18.019
3_49,-65.314,15.22,-63.187,16.577
3_50,-65.629,13.776,-63.517,15.134
4_46,-65.901,19.553,-63.715,20.901
4_47,-66.223,18.109,-64.059,19.46
4_48,-66.543,16.665,-64.397,18.019
4_49,-66.859,15.22,-64.732,16.577
4_50,-67.174,13.776,-65.062,15.134
5_46,-67.446,19.553,-65.26,20.901
5_47,-67.768,18.109,-65.604,19.46
5_48,-68.088,16.665,-65.942,18.019
5_49,-68.405,15.22,-66.277,16.577
5_50,-68.719,13.776,-66.607,15.134
