Placemark,LL Lon,LL Lat,UR Lon,UR Lat
135_46,91.696,19.553,93.882,20.901
130_46,99.421,19.553,101.607,20.901
130_47,99.099,18.109,101.263,19.46
130_48,98.779,16.665,100.925,18.019
130_49,98.462,15.22,100.59,16.577
130_50,98.148,13.776,100.26,15.134
131_46,97.876,19.553,100.062,20.901
131_47,97.554,18.109,99.718,19.46
131_48,97.234,16.665,99.379,18.019
131_49,96.917,15.22,99.045,16.577
131_50,96.603,13.776,98.715,15.134
132_46,96.331,19.553,98.517,20.901
132_47,96.009,18.109,98.173,19.46
132_48,95.689,16.665,97.834,18.019
132_49,95.372,15.22,97.5,16.577
132_50,95.058,13.776,97.17,15.134
133_46,94.786,19.553,96.972,20.901
133_47,94.464,18.109,96.628,19.46
133_48,94.144,16.665,96.289,18.019
133_49,93.827,15.22,95.955,16.577
133_50,93.513,13.776,95.625,15.134
134_46,93.241,19.553,95.427,20.901
134_47,92.918,18.109,95.083,19.46
134_48,92.599,16.665,94.744,18.019
134_49,92.282,15.22,94.41,16.577
134_50,91.968,13.776,94.08,15.134
