Placemark,LL Lon,LL Lat,UR Lon,UR Lat
170_46,37.619,19.553,39.804,20.901
170_47,37.296,18.109,39.461,19.46
170_48,36.977,16.665,39.122,18.019
170_49,36.66,15.22,38.788,16.577
170_50,36.345,13.776,38.457,15.134
171_46,36.074,19.553,38.259,20.901
171_47,35.751,18.109,37.916,19.46
171_48,35.432,16.665,37.577,18.019
171_49,35.115,15.22,37.243,16.577
171_50,34.8,13.776,36.912,15.134
172_46,34.529,19.553,36.714,20.901
172_47,34.206,18.109,36.371,19.46
172_48,33.887,16.665,36.032,18.019
172_49,33.57,15.22,35.698,16.577
172_50,33.255,13.776,35.367,15.134
173_46,32.983,19.553,35.169,20.901
173_47,32.661,18.109,34.825,19.46
173_48,32.341,16.665,34.487,18.019
173_49,32.025,15.22,34.153,16.577
173_50,31.71,13.776,33.822,15.134
174_46,31.438,19.553,33.624,20.901
174_47,31.116,18.109,33.28,19.46
174_48,30.796,16.665,32.942,18.019
174_49,30.48,15.22,32.607,16.577
174_50,30.165,13.776,32.277,15.134
