Placemark,LL Lon,LL Lat,UR Lon,UR Lat
224_98,-66.409,-55.065,-62.703,-53.925
220_96,-58.754,-52.269,-55.309,-51.094
221_96,-60.299,-52.269,-56.854,-51.094
222_96,-61.844,-52.269,-58.399,-51.094
223_96,-63.389,-52.269,-59.944,-51.094
225_98,-67.954,-55.065,-64.248,-53.925
225_99,-68.762,-56.457,-64.907,-55.337
226_97,-68.741,-53.669,-65.171,-52.511
226_98,-69.499,-55.065,-65.794,-53.925
226_99,-70.307,-56.457,-66.452,-55.337
227_96,-69.57,-52.269,-66.124,-51.094
227_97,-70.286,-53.669,-66.716,-52.511
227_98,-71.044,-55.065,-67.339,-53.925
227_99,-71.852,-56.457,-67.997,-55.337
228_96,-71.115,-52.269,-67.669,-51.094
228_97,-71.831,-53.669,-68.261,-52.511
228_98,-72.59,-55.065,-68.884,-53.925
229_98,-74.135,-55.065,-70.429,-53.925
230_97,-74.921,-53.669,-71.351,-52.511
230_98,-75.68,-55.065,-71.974,-53.925
231_96,-75.75,-52.269,-72.305,-51.094
231_97,-76.466,-53.669,-72.896,-52.511
232_96,-77.295,-52.269,-73.85,-51.094
