Placemark,LL Lon,LL Lat,UR Lon,UR Lat
120_31,120.389,41.121,123.196,42.382
120_32,119.959,39.69,122.701,40.96
120_33,119.541,38.258,122.222,39.536
120_34,119.136,36.825,121.759,38.111
120_35,118.74,35.39,121.311,36.684
121_31,118.844,41.121,121.651,42.382
121_32,118.414,39.69,121.155,40.96
121_33,117.996,38.258,120.677,39.536
121_34,117.591,36.825,120.214,38.111
121_35,117.195,35.39,119.766,36.684
122_31,117.299,41.121,120.106,42.382
122_32,116.869,39.69,119.61,40.96
122_33,116.451,38.258,119.132,39.536
122_34,116.045,36.825,118.669,38.111
122_35,115.65,35.39,118.221,36.684
123_31,115.753,41.121,118.561,42.382
123_32,115.324,39.69,118.065,40.96
123_33,114.906,38.258,117.587,39.536
123_34,114.5,36.825,117.124,38.111
123_35,114.105,35.39,116.675,36.684
124_31,114.208,41.121,117.016,42.382
124_32,113.778,39.69,116.52,40.96
124_33,113.361,38.258,116.042,39.536
124_34,112.955,36.825,115.579,38.111
124_35,112.56,35.39,115.13,36.684
