Placemark,LL Lon,LL Lat,UR Lon,UR Lat
165_31,50.861,41.121,53.669,42.382
165_32,50.431,39.69,53.173,40.96
165_33,50.014,38.258,52.694,39.536
165_34,49.608,36.825,52.231,38.111
165_35,49.212,35.39,51.783,36.684
166_31,49.316,41.121,52.124,42.382
166_32,48.886,39.69,51.628,40.96
166_33,48.468,38.258,51.149,39.536
166_34,48.063,36.825,50.686,38.111
166_35,47.667,35.39,50.238,36.684
167_31,47.771,41.121,50.578,42.382
167_32,47.341,39.69,50.082,40.96
167_33,46.923,38.258,49.604,39.536
167_34,46.518,36.825,49.141,38.111
167_35,46.122,35.39,48.693,36.684
168_31,46.226,41.121,49.033,42.382
168_32,45.796,39.69,48.537,40.96
168_33,45.378,38.258,48.059,39.536
168_34,44.973,36.825,47.596,38.111
168_35,44.577,35.39,47.148,36.684
169_31,44.68,41.121,47.488,42.382
169_32,44.251,39.69,46.992,40.96
169_33,43.833,38.258,46.514,39.536
169_34,43.427,36.825,46.051,38.111
169_35,43.032,35.39,45.602,36.684
