Placemark,LL Lon,LL Lat,UR Lon,UR Lat
190_31,12.234,41.121,15.042,42.382
190_32,11.804,39.69,14.546,40.96
190_33,11.387,38.258,14.067,39.536
190_34,10.981,36.825,13.604,38.111
190_35,10.586,35.39,13.156,36.684
191_31,10.689,41.121,13.497,42.382
191_32,10.259,39.69,13.001,40.96
191_33,9.842,38.258,12.522,39.536
191_34,9.436,36.825,12.059,38.111
191_35,9.041,35.39,11.611,36.684
192_31,9.144,41.121,11.952,42.382
192_32,8.714,39.69,11.456,40.96
192_33,8.297,38.258,10.977,39.536
192_34,7.891,36.825,10.514,38.111
192_35,7.496,35.39,10.066,36.684
193_31,7.599,41.121,10.407,42.382
193_32,7.169,39.69,9.911,40.96
193_33,6.752,38.258,9.432,39.536
193_34,6.346,36.825,8.969,38.111
193_35,5.951,35.39,8.521,36.684
194_31,6.054,41.121,8.862,42.382
194_32,5.624,39.69,8.366,40.96
194_33,5.207,38.258,7.887,39.536
194_34,4.801,36.825,7.424,38.111
194_35,4.406,35.39,6.976,36.684
