Placemark,LL Lon,LL Lat,UR Lon,UR Lat
45_31,-123.732,41.121,-120.924,42.382
45_32,-124.161,39.69,-121.42,40.96
45_33,-124.579,38.258,-121.898,39.536
45_34,-124.985,36.825,-122.361,38.111
45_35,-125.38,35.39,-122.81,36.684
46_31,-125.277,41.121,-122.469,42.382
46_32,-125.707,39.69,-122.965,40.96
46_33,-126.124,38.258,-123.443,39.536
46_34,-126.53,36.825,-123.906,38.111
46_35,-126.925,35.39,-124.355,36.684
47_31,-126.822,41.121,-124.014,42.382
47_32,-127.252,39.69,-124.51,40.96
47_33,-127.669,38.258,-124.988,39.536
47_34,-128.075,36.825,-125.451,38.111
47_35,-128.47,35.39,-125.9,36.684
48_31,-128.367,41.121,-125.559,42.382
48_32,-128.797,39.69,-126.055,40.96
48_33,-129.214,38.258,-126.534,39.536
48_34,-129.62,36.825,-126.996,38.111
48_35,-130.015,35.39,-127.445,36.684
49_31,-129.912,41.121,-127.104,42.382
49_32,-130.342,39.69,-127.6,40.96
49_33,-130.759,38.258,-128.079,39.536
49_34,-131.165,36.825,-128.541,38.111
49_35,-131.56,35.39,-128.99,36.684
50_31,-131.457,41.121,-128.649,42.382
50_32,-131.887,39.69,-129.145,40.96
50_33,-132.304,38.258,-129.624,39.536
50_34,-132.71,36.825,-130.087,38.111
50_35,-133.105,35.39,-130.535,36.684
