Placemark,LL Lon,LL Lat,UR Lon,UR Lat
175_31,35.41,41.121,38.218,42.382
175_32,34.98,39.69,37.722,40.96
175_33,34.563,38.258,37.243,39.536
175_34,34.157,36.825,36.78,38.111
175_35,33.762,35.39,36.332,36.684
176_31,33.865,41.121,36.673,42.382
176_32,33.435,39.69,36.177,40.96
176_33,33.018,38.258,35.698,39.536
176_34,32.612,36.825,35.235,38.111
176_35,32.217,35.39,34.787,36.684
177_31,32.32,41.121,35.128,42.382
177_32,31.89,39.69,34.632,40.96
177_33,31.473,38.258,34.153,39.536
177_34,31.067,36.825,33.69,38.111
177_35,30.672,35.39,33.242,36.684
178_31,30.775,41.121,33.583,42.382
178_32,30.345,39.69,33.087,40.96
178_33,29.928,38.258,32.608,39.536
178_34,29.522,36.825,32.145,38.111
178_35,29.127,35.39,31.697,36.684
179_31,29.23,41.121,32.038,42.382
179_32,28.8,39.69,31.542,40.96
179_33,28.383,38.258,31.063,39.536
179_34,27.977,36.825,30.6,38.111
179_35,27.581,35.39,30.152,36.684
