Placemark,LL Lon,LL Lat,UR Lon,UR Lat
105_31,143.565,41.121,146.372,42.382
105_32,143.135,39.69,145.876,40.96
105_33,142.717,38.258,145.398,39.536
105_34,142.312,36.825,144.935,38.111
105_35,141.916,35.39,144.487,36.684
106_31,142.02,41.121,144.827,42.382
106_32,141.59,39.69,144.331,40.96
106_33,141.172,38.258,143.853,39.536
106_34,140.767,36.825,143.39,38.111
106_35,140.371,35.39,142.942,36.684
107_31,140.474,41.121,143.282,42.382
107_32,140.045,39.69,142.786,40.96
107_33,139.627,38.258,142.308,39.536
107_34,139.221,36.825,141.845,38.111
107_35,138.826,35.39,141.396,36.684
108_31,138.929,41.121,141.737,42.382
108_32,138.499,39.69,141.241,40.96
108_33,138.082,38.258,140.763,39.536
108_34,137.676,36.825,140.3,38.111
108_35,137.281,35.39,139.851,36.684
109_31,137.384,41.121,140.192,42.382
109_32,136.954,39.69,139.696,40.96
109_33,136.537,38.258,139.218,39.536
109_34,136.131,36.825,138.755,38.111
109_35,135.736,35.39,138.306,36.684
